t;v
12.97324750;0.00788506
12.98446590;0.00804184
12.99668550;0.01177171
13.00650550;0.00993387
13.01759350;0.01364839
13.02871870;0.01488484
13.03980600;0.01600994
13.05107190;0.01890593
13.06272930;0.02100572
13.07322820;0.02234323
13.08428900;0.02571508
13.09661700;0.03044275
13.10666340;0.03298272
13.11759190;0.03403830
13.12906790;0.04082453
13.14019200;0.04019548
13.15105490;0.04759123
13.16273310;0.04718584
13.17336210;0.04917285
13.18424000;0.04992128
13.19661680;0.05289623
13.20671830;0.05302031
13.21775660;0.05175825
13.23001580;0.05405402
13.24003960;0.05009385
13.25093360;0.04952486
13.26238110;0.05096287
13.27329830;0.04544950
13.28436880;0.04529256
13.29659570;0.04175663
13.30683240;0.04074280
13.31778950;0.03684412
13.32911630;0.03409983
13.33993710;0.03063850
13.35102690;0.02540432
13.36250440;0.02332456
13.37337630;0.01937035
13.38441970;0.01811882
13.39668050;0.01825547
13.40678070;0.01718019
13.41769980;0.01817014
13.42912440;0.01691218
13.43996560;0.01798540
13.45112370;0.01742680
13.46250860;0.02093421
13.47348020;0.01857790
13.48459210;0.02045172
13.49670650;0.02014503
13.50682850;0.02030556
13.51789180;0.01950968
13.52888410;0.01981734
13.54004000;0.01793851
13.55117940;0.01692707
13.56336610;0.01743669
13.57363890;0.01834640
13.58451260;0.01685030
13.59678620;0.01732407
13.60670840;0.01064078
13.61771810;0.01070699
13.63000180;0.01551735
13.64005170;0.01749934
13.65151710;0.01882203
13.66324130;0.02223244
13.67327610;0.02349469
13.68416890;0.02465367
13.69574250;0.02725931
13.70659270;0.02936737
13.71771860;0.03260348
13.72946680;0.03471330
13.73995490;0.03438461
13.75101210;0.03814382
13.76351070;0.03917269
13.77332530;0.03954453
13.78420720;0.03847255
13.79666910;0.04352325
13.80663510;0.04322702
13.81766340;0.04268047
13.82908600;0.04997097
13.84003740;0.05153184
13.85113320;0.05519477
13.86241160;0.05892797
13.87346670;0.06048527
13.88437270;0.07212134
13.89679200;0.07873348
13.90667940;0.08529257
13.91773770;0.09098599
13.92950280;0.09619492
13.93999170;0.10553059
13.95091500;0.11969719
13.96200700;0.12438517
13.97317140;0.13516452
13.98501440;0.14231762
13.99577900;0.15080816
14.00667440;0.15782535
14.01767120;0.16227644
14.02912060;0.16459837
14.03997970;0.16206697
14.05094350;0.16456443
14.06245980;0.16403231
14.07324110;0.15452825
14.09679680;0.15368293
14.10858400;0.14804767
14.11906230;0.13799185
14.13023740;0.13491002
14.14026060;0.12948675
14.15116750;0.11782969
14.16338110;0.11237024
14.17342090;0.10198876
14.18449960;0.09386101
14.19615870;0.08446802
14.20656110;0.07662143
14.21775660;0.07500998
14.24034850;0.06570648
14.25235940;0.05809224
14.26352230;0.05669581
14.27359680;0.05068858
14.28420910;0.04949389
14.29537410;0.04326534
14.30627380;0.03863930
14.31728740;0.03536311
14.32844140;0.03152048
14.33957240;0.02996073
14.35039060;0.02551142
14.36139680;0.02142225
14.37259250;0.02433727
14.38344540;0.01947631
14.39483800;0.01876682
14.40592630;0.02411157
14.41826670;0.02058198
14.42843220;0.01703774
14.43881390;0.01872229
14.44995320;0.01354271
14.46103960;0.01620904
14.47224890;0.01089467
14.48348870;0.00719139
14.49454980;0.00664877
14.50557750;0.00014960
14.51681750;0.00232120
14.52789110;-0.00432223
14.53894950;-0.00660562
14.55004680;-0.00689291
14.56125970;-0.01360299
14.57210070;-0.01440345
14.58414980;-0.02014230
14.59422560;-0.02041712
14.60523830;-0.02662177
14.61631640;-0.02866093
14.62749270;-0.03042968
14.63864500;-0.02976592
14.64997760;-0.03450076
14.66097780;-0.03821775
14.67232910;-0.03429499
14.68329030;-0.03984265
14.69453300;-0.04331628
14.70561420;-0.03468463
14.71705630;-0.04088063
14.72794720;-0.04258569
14.73918810;-0.04785857
14.75023920;-0.05045947
14.76134490;-0.04986747
14.77243190;-0.05316070
14.78346790;-0.05091730
14.79523070;-0.05483229
14.80577250;-0.05156006
14.81674780;-0.05161189
14.82800220;-0.05348569
14.83900390;-0.05067943
14.85016820;-0.05123649
14.86127840;-0.04661471
14.87255020;-0.04936542
14.88360930;-0.04471828
14.89471230;-0.04033860
14.90597640;-0.03873637
14.91690910;-0.03811701
14.92806810;-0.03578171
14.93907210;-0.03202930
14.95017800;-0.03308419
14.96134990;-0.03014793
14.97241620;-0.02438911
14.98353850;-0.03687378
14.99462090;-0.03571021
15.00535020;-0.03768251
15.01661680;-0.04156527
15.02788490;-0.04162766
15.03917040;-0.04646297
15.05010030;-0.05051878
15.06140040;-0.05578193
15.07231270;-0.05642169
15.08335390;-0.06673876
15.09481690;-0.06670265
15.10612740;-0.06804469
15.11686170;-0.07457598
15.12806270;-0.07476198
15.13925050;-0.08076481
15.15041060;-0.08400916
15.16148340;-0.08572434
15.17255240;-0.08988755
15.18416790;-0.09503491
15.19471010;-0.09989512
15.20576840;-0.10178482
15.21699250;-0.10659769
15.22809490;-0.10903311
15.23922510;-0.11208328
15.25024080;-0.11455182
15.26142910;-0.11090859
15.27257220;-0.11602357
15.28361320;-0.11830081
15.29483850;-0.11872363
15.30592090;-0.12458498
15.31695670;-0.12507171
15.32825840;-0.12722352
15.33911650;-0.12656501
15.35020600;-0.13290496
15.36167170;-0.12776608
15.37281880;-0.13009886
15.38365110;-0.13685567
15.39469130;-0.13281215
15.40594160;-0.13828156
15.41693280;-0.13968904
15.42808820;-0.13857109
15.43944880;-0.14091695
15.45045810;-0.14120428
15.46140940;-0.14119761
15.47270460;-0.13759098
15.48394060;-0.13853708
15.49512470;-0.13385130
15.50600840;-0.13022231
15.51718480;-0.12697974
15.52829690;-0.12116079
15.53944500;-0.12147357
15.55045030;-0.11512763
15.56189740;-0.11029222
15.57340770;-0.10694669
15.58405700;-0.09909006
15.59508970;-0.09360391
15.60627370;-0.08587143
15.61718320;-0.08121364
15.62833520;-0.07390459
15.63992990;-0.06718034
15.65098460;-0.06325282
15.66163720;-0.05437537
15.67279970;-0.05107850
15.68420460;-0.04614893
15.69493580;-0.03757246
15.70613940;-0.03402407
15.71734500;-0.02856622
15.72963700;-0.02624230
15.73998380;-0.01802553
15.75034840;-0.01870839
15.76143900;-0.01316124
15.77270620;-0.01201181
15.78378500;-0.01141284
15.79511880;-0.00441749
15.80616920;-0.00787120
15.81708520;-0.00247717
15.82869080;-0.00503202
15.83945960;-0.00230573
15.85053830;-0.00130129
15.86163840;-0.00170024
15.87284270;-0.00019890
15.88390310;-0.00156030
15.89502890;-0.00271521
15.90618210;-0.00213769
15.91717670;-0.00459989
15.92837680;-0.00281337
15.93972970;-0.00593932
15.95124960;-0.00598687
15.96156040;-0.00336850
15.97279500;-0.00590026
15.98400380;-0.00488047
15.99502810;-0.00700751
16.00614590;-0.00465969
16.01710080;-0.00723523
16.02838180;-0.00370005
16.03948370;-0.00661014
16.05033700;-0.00409590
16.06157570;-0.00158351
16.07335460;-0.00463736
16.08372800;-0.00039435
16.09487360;-0.00331065
16.10619600;-0.00012107
16.11709150;-0.00138356
16.12835000;-0.00170932
16.13958980;-0.00014497
16.15076900;-0.00118507
16.16181170;-0.00174237
16.17294840;-0.00106284
16.18413760;-0.00173472
16.19522280;-0.00020690
16.20628760;-0.00201027
16.21751310;-0.00032391
16.22853720;0.00054091
16.23967770;-0.00121485
16.25064140;-0.00104059
16.26197370;-0.00240211
16.27319840;0.00223259
16.28430520;0.00099697
16.29545110;0.00358798
16.30656450;0.00371956
16.31768590;0.00653787
16.32886280;0.00715648
16.34012890;0.00810313
16.35083430;0.01047250
16.36187480;0.01153767
16.37300030;0.01314422
16.38418840;0.01500628
16.39529680;0.01670950
16.40648460;0.01628725
16.41749990;0.01858355
16.42857660;0.01855350
16.43984760;0.02014328
16.45123930;0.02006075
16.46201540;0.02138727
16.47305510;0.02019263
16.48427080;0.01941761
16.49692130;0.02287475
16.50636750;0.02161357
16.51748570;0.02122656
16.52852240;0.02289049
16.53970570;0.02443918
16.55072650;0.02125691
16.56188790;0.02345042
16.57314970;0.02109484
16.58401060;0.02086415
16.59529640;0.02097624
16.60652220;0.02419629
16.61750170;0.02444550
16.62856740;0.02339331
16.64010380;0.02793780
16.65101260;0.02500927
16.66266170;0.02133255
16.67333640;0.01701912
16.68436130;0.01491787
16.69596980;0.01105653
16.70675500;0.00733154
16.71861070;0.00512457
16.72932520;-0.00079771
16.74010890;-0.00423211
16.75117950;-0.00650226
16.76281550;-0.00789755
16.77350970;-0.01189414
16.78469070;-0.01404167
16.79690830;-0.01328266
16.80692470;-0.01594617
16.81798470;-0.01788418
16.83024240;-0.01703667
16.84049780;-0.01890626
16.85151240;-0.01419070
16.86305820;-0.01401678
16.87383900;-0.01123395
16.88469690;-0.01138979
16.89578560;-0.01116889
16.90707930;-0.00759956
16.91921430;-0.01569859
16.92977600;-0.01527695
16.94037030;-0.01614752
16.95260300;-0.01586225
16.96376260;-0.01456432
16.97378950;-0.01632222
16.98473220;-0.01422825
16.99634070;-0.01716985
17.00697200;-0.01545071
17.01810010;-0.01432213
17.02947570;-0.01324721
17.04033790;-0.01185784
17.05141000;-0.01225413
17.06314810;-0.00854381
17.07381830;-0.01041664
17.08465650;-0.00728407
17.09701160;-0.00555922
17.10698620;-0.00574726
17.11794400;-0.00036476
17.12954780;-0.00166073
17.14049650;0.00247851
17.15132080;0.00261287
17.16367130;0.00428364
17.17372430;0.00631999
17.18491550;0.00636277
17.19706600;0.00955015
17.20712210;0.01093898
17.21809710;0.01360949
17.22943580;0.01404433
17.24050920;0.01258096
17.25171070;0.01557979
17.26367830;0.01327658
17.27367960;0.01405174
17.28477800;0.01664059
17.29711190;0.01488215
17.30715270;0.01222333
17.31823540;0.00905343
17.33043080;0.01079436
17.34046100;0.00590093
17.35139800;0.00645779
17.36368890;0.00436360
17.37377240;0.00190707
17.38461720;0.00409468
17.39623530;0.00027810
17.40709920;0.00009435
17.41812140;-0.00219724
17.43041700;-0.00295815
17.44058880;-0.00295497
17.45262250;-0.00561638
17.46290080;-0.00454155
17.47386740;-0.00511147
17.48480120;-0.00529196
17.49705740;-0.00660320
17.50687760;-0.00756945
17.51820820;-0.00524026
17.52979240;-0.00765536
17.54049650;-0.00679849
17.55160750;-0.00392589
17.56370390;-0.00656556
17.57372960;-0.00633928
17.58490440;-0.00796410
17.59697700;-0.00369728
17.60711970;-0.00602249
17.61832930;-0.00338213
17.63039250;-0.00058159
17.64064390;0.00014642
17.65166810;0.00313054
17.66379650;0.00382174
17.67386180;0.00562248
17.68481290;0.00745439
17.69705250;0.01028415
17.70719390;0.01296344
17.71825460;0.01233739
17.73041640;0.01720603
17.74052520;0.01843095
17.75142060;0.02092778
17.76389950;0.02225446
17.77385380;0.02274430
17.78477330;0.02350462
17.79712180;0.02279675
17.80725350;0.02384545
17.81837520;0.02905256
17.82957100;0.02716869
17.84053730;0.02847161
17.85152460;0.02529038
17.86374390;0.03024404
17.87379830;0.02732758
17.88467400;0.02893458
17.89652180;0.03117082
17.90705120;0.03064931
17.91833880;0.03044468
17.92958340;0.02970911
17.94041750;0.02831477
17.95271780;0.02831732
17.96284220;0.02712286
17.97368560;0.02490274
17.98489390;0.02190033
17.99710440;0.02055139
18.00698310;0.01755801
18.01807000;0.01551437
18.02921010;0.01277021
18.04051110;0.00997752
18.05146090;0.00763082
18.06379350;0.00549904
18.07381670;0.00376204
18.08477100;0.00492132
18.09652070;0.00052033
18.10723460;-0.00093608
18.11810850;-0.00407399
18.12900540;-0.00276387
18.14033560;-0.00447514
18.15127960;-0.00371309
18.16258210;-0.00205696
18.17368870;-0.00355544
18.18476950;-0.00422489
18.19712320;-0.00379452
18.20728500;-0.00498326
18.21820960;-0.00432714
18.23041560;-0.00491050
18.24044630;-0.00566120
18.25144720;-0.00480900
18.26332000;-0.00460364
18.27377290;-0.00452383
18.28499710;-0.00449971
18.29715430;-0.00515913
18.30723480;-0.00478693
18.31829880;-0.00790305
18.33051440;-0.00792949
18.34053660;-0.00747924
18.35154600;-0.00534578
18.36293230;-0.00580888
18.37485750;-0.00854277
18.38508250;-0.00680691
18.39717070;-0.00500736
18.40710240;-0.00453818
18.41811390;-0.00283257
18.43055890;-0.00209011
18.44044530;0.00055985
18.45148080;0.00103185
18.46381120;0.00222791
18.47487350;0.00212511
18.48466880;0.00125797
18.49562250;0.00293795
18.50691020;0.00343662
18.51792830;0.00517319
18.52919980;0.00738908
18.54034270;0.01091369
18.55141370;0.00579286
18.56378240;0.01315374
18.57501270;0.01434701
18.58469990;0.01499412
18.59577560;0.03091110
18.60696300;0.03372864
18.61803110;0.04245380
18.62917240;0.05296815
18.64035590;0.06021317
18.65135310;0.08197413
18.66265960;0.11037988
18.67377300;0.12425484
18.68475020;0.14516560
18.69656590;0.18300887
18.70711300;0.19827936
18.71814190;0.21745574
18.72972480;0.26958569
18.74039600;0.29702768
18.75141930;0.33348455
18.76322330;0.40594077
18.77375810;0.44001546
18.78479850;0.49961692
18.79595500;0.55672150
18.80738650;0.63294933
18.81840620;0.68605682
18.83052500;0.74097763
18.84066770;0.81777124
18.85148890;0.87145836
18.86330710;0.91805291
18.87395730;0.94802288
18.88508230;1.00274637
18.89728530;1.02548274
18.90746090;1.05493807
18.91940770;1.06464379
18.93082110;1.06510874
18.94176050;1.05735561
18.95316330;1.03478087
18.96423330;1.00585426
18.97528120;0.95495220
18.98667600;0.93864838
18.99840950;0.90752899
19.00887770;0.86036198
19.02007380;0.81912747
19.03130810;0.78725430
19.04284460;0.72926790
19.05380110;0.69925133
19.06483710;0.65831942
19.07640460;0.63058040
19.08742470;0.59021606
19.09856200;0.55446029
19.10976370;0.54492021
19.12106470;0.51238401
19.13226550;0.49007693
19.14337940;0.48272223
19.15450960;0.49499973
19.16560280;0.47767661
19.17662670;0.49763635
19.18767090;0.49303671
19.19898500;0.52473726
19.21016670;0.53201634
19.22108060;0.53864415
19.23245330;0.55862785
19.24321450;0.62042758
19.25433480;0.65020498
19.26581490;0.68167547
19.27734380;0.74278589
19.28766400;0.76452911
19.29871580;0.80640018
19.30987140;0.83869688
19.32095120;0.89249756
19.33197150;0.91553020
19.34305290;0.96797151
19.35438980;0.99345725
19.36529020;0.99991952
19.37637350;1.05620928
19.38751730;1.06907430
19.39864510;1.07836218
19.40966470;1.11732231
19.42198620;1.12878071
19.43281750;1.12869104
19.44401050;1.16323899
19.45480530;1.15495805
19.46588750;1.15111390
19.47688570;1.13669094
19.48779390;1.16472679
19.49899850;1.15936109
19.50982920;1.19986542
19.52092900;1.17024367
19.53214030;1.18791272
19.54305290;1.21091464
19.55414780;1.19235388
19.56516990;1.19536486
19.57741300;1.19433903
19.58845010;1.23571387
19.59934050;1.20355748
19.61033210;1.20337941
19.62118410;1.20399964
19.63219360;1.19573096
19.64321660;1.23012520
19.65416670;1.14894364
19.66542350;1.17955145
19.67625940;1.19345042
19.68750480;1.15858248
19.69848380;1.14485150
19.70952630;1.15124496
19.72066500;1.10907719
19.73167490;1.08442937
19.74270260;1.09565313
19.75375430;1.07525884
19.76479880;1.05530082
19.77768780;1.06418538
19.78693430;1.01899767
19.79813530;1.00820145
19.80907120;1.00833477
19.82017160;0.97841338
19.83141720;0.96228387
19.84239790;0.97200090
19.85351900;0.97581561
19.86468000;0.93723707
19.87584910;0.95675058
19.88680290;0.95944996
19.89803200;0.94288870
19.90898370;0.96248933
19.92103260;0.92178652
19.93118880;0.99734425
19.94210650;0.97261945
19.95324330;0.95761965
19.96426550;0.97621300
19.97537930;0.97558879
19.98653070;0.96589527
19.99762050;0.97982619
20.00857370;0.99217856
20.01967080;0.98724273
20.03084830;0.98790797
20.04117850;0.98133367
20.05201700;0.95471019
20.06396100;0.96782802
20.07405280;0.96385051
20.08461440;0.95809379
20.09570780;0.94534039
20.10680790;0.93712839
20.11790290;0.92372242
20.12892370;0.89530174
20.14030360;0.88646734
20.15096030;0.85719438
20.16198330;0.83680226
20.17340800;0.81698615
20.18423810;0.78983429
20.19519890;0.77864875
20.20651790;0.73124616
20.21735950;0.73303987
20.22853670;0.71468249
20.23961700;0.67819181
20.25062020;0.68792272
20.26166910;0.67043631
20.27279290;0.65472756
20.28390020;0.66038858
20.29501910;0.63870209
20.30610560;0.65810176
20.31720420;0.64888516
20.32829430;0.66449663
20.33954290;0.66778003
20.35051080;0.68023353
20.36154940;0.67406509
20.37291720;0.67977218
20.38400000;0.71406401
20.39501980;0.70372666
20.40633780;0.72184245
20.41720700;0.74305240
20.42841180;0.73995132
20.43949860;0.75443019
20.45052900;0.77355704
20.46168760;0.77512568
20.47289570;0.78664417
20.48412770;0.79273221
20.49521460;0.77475446
20.50634360;0.77157590
20.51738940;0.78113738
20.52868450;0.74642050
20.53978020;0.73953254
20.55074460;0.72432586
20.56200290;0.69158710
20.57316670;0.67311006
20.58413280;0.62331406
20.59548070;0.59922653
20.60654030;0.56368291
20.61761020;0.52458063
20.62873700;0.49300191
20.63999780;0.46701371
20.65155050;0.44670505
20.66249380;0.39826301
20.67347520;0.37626434
20.68466080;0.34836895
20.69599770;0.31497656
20.70710150;0.28832077
20.71832790;0.27149242
20.72942250;0.24573130
20.74041520;0.22112183
20.75151400;0.19328307
20.76251240;0.16597321
20.77338020;0.15007555
20.78455150;0.12987587
20.79577670;0.09688383
20.80700160;0.08886609
20.81791760;0.06494886
20.82918530;0.05168146
20.84017820;0.03271639
20.85126370;0.00982075
20.86242420;0.00517072
20.87354590;-0.01110039
20.88462640;-0.01764840
20.89575360;-0.03246653
20.90682760;-0.03937511
20.91792250;-0.05866428
20.92915450;-0.08342452
20.94024030;-0.09092972
20.95157430;-0.11877062
20.96275410;-0.12805528
20.97335920;-0.15137240
20.98456790;-0.16329743
20.99574490;-0.17501706
21.00676350;-0.19323771
21.01772350;-0.19512420
21.02941740;-0.21807041
21.04018180;-0.22356970
21.05109180;-0.22873930
21.06238230;-0.23511837
21.07356960;-0.22971984
21.08428420;-0.24243151
21.09558740;-0.23063056
21.10677470;-0.23502808
21.11772150;-0.22459068
21.12892490;-0.21721518
21.14033050;-0.21856600
21.15108250;-0.20601417
21.16230240;-0.20223548
21.17329020;-0.18774769
21.18444420;-0.18885204
21.19551850;-0.18399299
21.20669660;-0.16771242
21.21797540;-0.16806512
21.22921690;-0.14493485
21.24004130;-0.14165736
21.25116550;-0.12049777
21.26212830;-0.10322724
21.27318690;-0.08881700
21.28415280;-0.07001526
21.29536030;-0.07127527
21.30653060;-0.04557495
21.31762920;-0.03265191
21.32888320;-0.02612044
21.33992810;-0.01014883
21.35092430;-0.00820555
21.36218250;0.01122990
21.37329150;0.01080902
21.38423730;0.02460571
21.39536690;0.02749150
21.40663000;0.03149943
21.41802560;0.04624363
21.42909770;0.04284411
21.44014150;0.05613252
21.45122240;0.04953676
21.46229930;0.05996393
21.47336920;0.06572881
21.48459910;0.06556065
21.49564070;0.08094272
21.50682400;0.07660286
21.51783200;0.08918367
21.52931380;0.09611937
21.54009940;0.10122537
21.55108360;0.10210271
21.56245360;0.10113303
21.57351460;0.11435441
21.58460910;0.10705457
21.59572260;0.11042527
21.60691020;0.11164414
21.61789120;0.10826314
21.62899630;0.11462519
21.64019860;0.10546176
21.65122830;0.11441765
21.66247490;0.10717361
21.67355470;0.10560675
21.68473700;0.10838036
21.69583010;0.09384499
21.70679560;0.09856726
21.71803780;0.08468729
21.72913000;0.09326841
21.74038790;0.07865261
21.75146780;0.07680008
21.76313580;0.07527841
21.77357250;0.05729163
21.78452760;0.06021845
21.79584140;0.05427669
21.80689320;0.04735380
21.81801460;0.04212920
21.82928780;0.03249377
21.84045650;0.03575031
21.85130960;0.02283121
21.86254990;0.02798725
21.87367770;0.02087061
21.88463180;0.02034180
21.89595290;0.02638767
21.90700860;0.01811453
21.91801660;0.02978578
21.92916510;0.02150545
21.94036320;0.02983717
21.95141640;0.02916451
21.96271060;0.02520790
21.97393250;0.03591569
21.98498190;0.02808826
21.99596960;0.03458126
22.00720140;0.02628746
22.01827350;0.03157348
22.02992000;0.02569913
22.04069460;0.01506049
22.05181290;0.02019587
22.06355490;0.01415560
22.07410800;0.01039518
22.08519090;0.00277574
22.09759010;-0.00902928
22.10755890;-0.00429590
22.11855580;-0.01741661
22.13085440;-0.01483032
22.14084460;-0.02542897
22.15195640;-0.02609862
22.16425350;-0.02285989
22.17460130;-0.03469585
22.18499190;-0.02790505
22.19605110;-0.03735126
22.20733340;-0.02976631
22.21845660;-0.03521966
22.22959670;-0.03956504
22.24084060;-0.03249924
22.25192760;-0.04168908
22.26295790;-0.03539458
22.27411740;-0.03573064
22.28521170;-0.02959926
22.29666860;-0.03160125
22.30788310;-0.03450724
22.31863580;-0.02385731
22.33000550;-0.02247088
22.34099680;-0.01844719
22.35198930;-0.02222904
22.36329000;-0.01998978
22.37418830;-0.00883750
22.38507350;-0.01418918
22.39759610;-0.00345739
22.40748400;-0.00647557
22.41858820;-0.00099448
22.43088050;0.00151226
22.44084910;-0.00635289
22.45201900;0.00384206
22.46320630;-0.00267480
22.47437350;0.00431021
22.48538480;-0.00374283
22.49699450;-0.00394147
22.50761130;0.00093439
22.51869560;-0.00872577
22.53008550;0.00108594
22.54088800;-0.00415724
22.55216520;0.00403696
22.56429130;0.00128366
22.57469910;-0.00035156
22.58537280;0.00618220
22.59704560;0.00823471
22.60756000;0.01000921
22.61855220;0.00545234
22.63094550;0.01362474
22.64112020;0.01848700
22.65197940;0.01159426
22.66367500;0.02086431
22.67427430;0.01411410
22.68538400;0.02161144
22.69771640;0.01801700
22.70769060;0.01439981
22.71899100;0.02062041
22.73095200;0.01467330
22.74093240;0.02223437
22.75220090;0.01008489
22.76370950;0.01466173
22.77440690;0.01332210
22.78542690;0.00748650
22.79761430;0.01527951
22.80767640;0.00375119
22.81875040;0.01370091
22.83095920;0.00537629
22.84119780;0.00343458
22.85204110;0.00623946
22.86302590;0.00928314
22.87432200;0.00804785
22.88562120;0.00147290
22.89770610;0.00978257
22.90774640;0.00620154
22.91898630;0.00314832
22.93096640;0.01093394
22.94109360;0.00882660
22.95223800;0.02022174
22.96433230;0.01237575
22.97438790;0.01497082
22.98555210;0.01983063
22.99765580;0.01755149
23.00763310;0.02241267
23.01883950;0.01263575
23.03097200;0.02152655
23.04211110;0.01660991
23.05211490;0.01358191
23.06358440;0.01967127
23.07414550;0.01818185
23.08526360;0.01630777
23.09673840;0.01408036
23.10771180;0.01153097
23.11865170;0.00869090
23.13100080;0.00559150
23.14085280;0.00226410
23.15198420;-0.00125998
23.16373890;-0.00494941
23.17440800;-0.00877285
23.18566100;-0.01269898
23.19835210;-0.01669647
